,class,conversation
3510,일반 대화,부루마블과 비슷한데 훨씬 복잡해나도 부루마블은 어릴 때 재밌게 했어
3511,일반 대화,나는 고구마 ㅋㅋ정말 웃기다. 나는 매미가 기억나네
3512,일반 대화,어 찍어 놨긴 했는데 사진첩 뒤져야 해!아 그럼 오래 걸리겠네 ㅋㅋ 찾으면 사진 보내줘 웃게 ㅎ
3513,일반 대화,알겠어... 하 몰입해야 재밌는데 집이 아니어서 아쉽네그렇게 게임을 좋아하는데 데스크톱 하나 해로 장만하는 게 어떻노
3514,일반 대화,이번 사서 주구장창 끼고 다녀야지.사서 꼭 보여줘!
3515,일반 대화,큰 이유는 없는데 그냥 그러고 싶어.그렇구나. 결혼을 하긴 할거야?
3516,일반 대화,ㅋㅋ 맞아 빨래 따윈 ㅋㅋ 비만 안 오면 땡큐ㅋㅋ 부모님과 함께라서 빨래는 하지 않쥐
3517,일반 대화,어디에 가서 했어?산 위에 올라가서 했어
3518,일반 대화,서울에서 사는 게 가장 좋긴 하지 ㅠㅠ오늘 친구 집 갔는데 좋았는데 주변에 뭐가 없더라구
3519,일반 대화,우리집은 역이랑 멀어.그럼 불편하겠다.
3520,일반 대화,사람 몸에 그렇게 멍든거 처음 봤어.그러니까 전신이 다 멍이더라.
3521,일반 대화,맞아. 나는 그러도록 노력해야겠다.그러면 결혼생활이 행복할거야.
3522,일반 대화,저녁은 안 먹었어 배가 안 고파서 ㅜㅜ아직 배가 안 고파?
3523,일반 대화,백신도 지금 문제가 많더라...백신은 맞았어?/다른 나라도 우리나라도 계속 백신으로 힘 쓰는 거 같긴 한데...
3524,일반 대화,노이해다 정말. 사회에서 암 것도 못하면서 ㅜ그러니까 ㅠ 왜 그럴까 진짜 ...
3525,일반 대화,맞아 학교앞과 마을 근처는 30키로 속도를 제한 시켜놨지응 단속 카메라에 걸려서 벌금 고지서 받지 않도록 조심하자
3526,일반 대화,쏘카보다도 싸더라 ㅋㅋ그렇네 ㅋㅋ 제주는 핵 비싼데 ㅜㅜ/담주 제주가잖아. 택시타게
3527,일반 대화,매물이 완전 없어서 그냥 사버렸어.얼마나 비싸게 샀는데?
3528,일반 대화,한번 가보자.식당은 있어?
3529,일반 대화,지금 홈플 장바구니에 얼마너치 담겨있어 우리!?오만원정도ㅠ담겨있는데 또 나중에 바뀔 수도 있지 ㅋㅋ
3530,일반 대화,ㅋㅋ 간혹 군복 입고 어딜 나가냐구살쪄서 군복이랑 신발도 안 맞음 ^^
3531,일반 대화,오호 그거는 어떻게 지워?화장솜에다가 적셔서 지워
3532,일반 대화,"그러게 다같이 모여서 먹으면 더 맛있을 텐데,맞아 다같이 모여서 먹는 게 젤 맛있엉"
3533,일반 대화,진짜 힘들었다... 표정도 유지해야 되고...살은 많이 뺐어?
3534,일반 대화,그거만 바르면 이상하게 여드름이 났어약간 백화점 브랜드는 비싸니깐 막상 샀는데 안어울리거나 피부에 안맞으면 눈물나자나
3535,일반 대화,ㅋㅋ 그러자 고기 가서 보고 상의해서 사보자맛있겠다...굽기만 해도 맛있는 고기 ㅋㅋ
3536,일반 대화,엊그제 저녁부터 계속 내리더라고!응 다음주에는 비 안온데!
3537,일반 대화,너 진짜 간호사 같은 드립이었어 지금.호호 간호사인 거 너무 티 났나? ㅋㅋ
3538,일반 대화,근데 드라마에서 전하는 건 dp조가 매개체가 되는 거고 탈영범을 통해서 보여주는 군대 부조리인 거지아 그런 거야?/어쩐지 뭐가 엄청 올라오긴 하더라 그렇게라도 보여줘야지
3539,일반 대화,가구 만들어지는 거 수락 누르고 다시 제작 하려면 그렇게 해야돼진짜 부지런하다 야 ㅋㅋ
3540,일반 대화,그 친구들 완전 신인이었을 때!헐... 내 동생이 진짜 좋아하는데!
3541,일반 대화,동생들은 만나?동생들은 가끔가다 자주 봐 ㅋㅋ/넌 오빠 추석에 봤어?
3542,일반 대화,어제 낮에는 또 얼마나 더웠니...그니까 ㅋㅋ 어제 아침에 나갈 때 추워서 긴팔 입고 나갔거든
3543,일반 대화,진짜 질병에 걸리기 딱 좋은 신체를 가졌음 요즘아 진짜 술 잘 먹지도 못했는데 요즘 술 없인 못 자
3544,일반 대화,너는 다이어트 안 해?나는 살이 안찌는 체질이라서 안해 하하
3545,일반 대화,소녀시대라고 예전에 귀여워서 유명했었거든아 당연히 알지!/소녀시대 아직 해체 안했니?
3546,일반 대화,모르겠어... 내가 미용시켜주다가 눈에 찔렸나?미용 하고 드라이기 뜨거운 바람에 녹은거 아니야?
3547,일반 대화,그럼 빨래해라오늘도 저녁에 나가니까 날씨가 많이 선선해졌어/빨래는 오늘도 했는데!
3548,일반 대화,난 칫솔 없는게 불편하더라맞아 ... 근데 그거 없는 호텔은 많아
3549,일반 대화,"너는 지금 배우고 있는 일본어 말고, 배워보고싶은 외국어 있어?음 나는 프랑스어 한번 배워보고 싶어!"
3550,일반 대화,너한테는 화려한 네일이 어울릴 것 같아그럼 최대한 큐빅이 많이 박힌걸로 골라야겠다
3551,일반 대화,어디로 가?나 여수 숙소는 예약 잡아놧어 하하
3552,일반 대화,너도 점 빼.얼마인데?
3553,일반 대화,언니는 쇼핑몰 어디 이용하고 있어?나는 휴대폰 앱으로 결제하고 있어!
3554,일반 대화,방탈출하러 가고 싶다.방탈출 게임 재밌지.
3555,일반 대화,동기들이랑 친하면 됐지 뭐.그건 그래. 우리 둘다 동기랑은 잘 지내잖아.
3556,일반 대화,요즘 아프간에 대한  뉴스가 많이 나오잖아어 그렇더라고 아프간에 폭팔이 있었나?
3557,일반 대화,아 거기 돌산대교 있는곳인가?응 ㅋㅋ 찾아보니까 되게 이쁘더라고!
3558,일반 대화,그래도 성적 높은 애들 비율이 더 높지 않아?다들 열심히 하긴 해 그래도 조기교육 때문에 애들 놀 시간이 너무 없는 것 같아
3559,일반 대화,맞아 기생충부터 시작해서 오징어게임까지 열풍이잖아맞아 그런 코드가 맞는 게 의외야
3560,일반 대화,응 오빠가 나보다 훨씬 요리를 잘해요리를 배운적이 있으신거야?
3561,일반 대화,맞아 논산도 억대라고 하던데?맞아 논산도 두 배는 오른 거 같아
3562,일반 대화,실내 디자인도 예쁘제?어 ㅋㅋ 나는 실내 디자인이 예쁜 것 같음
3563,일반 대화,아니 다니면서 준비해야지 아무도 모르게그러니까 되게 무슨 미션 준비하는 사람 같냐 ㅋㅋ
3564,일반 대화,바퀴를 분리하는 정도는 해야되더라구분해하고난다음이문제일듯
3565,일반 대화,나비에 명대사 모음집이라 새 내용은 없긴 했어.다음 편 너무 궁금하다.
3566,일반 대화,요즘 부모님이 조금 바뀐 거 같아아 어떤 식으로? 설명해줄 수 있어?
3567,일반 대화,맞아 후추를 엄청 뿌린 떡볶이인데 엄청 맛있어유명한 떡볶이 가게가 있어?
3568,일반 대화,ㅋㅋ 웅 이름 뭔지 아나?아니? 기억도 안 남
3569,일반 대화,우리 집 앞에 있는 사거리 건너서 생길 거야.뭐 가까워서 좋다./오픈 이벤트 같은거 하려나?
3570,일반 대화,그니까!! 여름엔 완전 털을 뿜더니 지금은 털이 날려 ^^...무슨 차이야 ㅋㅋ
3571,일반 대화,완전 이뻤어 ㅠㅠ아냐 그건 조정석! 그 도봉순이다 봉순이!
3572,일반 대화,박자 따라서 막 터치하고 그런거 !맞아맞아 리듬게임 나도 진짜 많이 했어 ㅠㅠ
3573,일반 대화,?이건뭐야 ㅋㅋ 이비에스영화?듄영화치니까 저렇게 돼 ㅋㅋ
3574,일반 대화,딱히 그런 건 아니고 나랑 제일 잘 어울리는 거 입고 싶어!맞아 나도 살 빼서 이쁜 거 입고 싶다 ㅋㅋ
3575,일반 대화,샵검색 : #남궁민 검은 태양헐 낭군님 뭔가 왜소했는데 완전 어깨 깡패 됐네/멋있어
3576,일반 대화,그걸 암벽등반이라고 하나?그런 것 같은데?
3577,일반 대화,오 오징어 먹물로 하는 거야?맞아 완전 까맣게 ㅋㅋ/맨날 미용사 언니가 뭐라고 해 아깝다고
3578,일반 대화,지저분해 보여그럼 좀 깨끗해지긴 하겠다./근데 얼굴 쪽에는 잘 안하고 수염라인을 많이 한다더라
3579,일반 대화,그렇구나 나도 그렇게 하는데 하하 스켈링 할 때 아프지 않아?응 조금 아프긴 한데 버틸만 해 하하 넌 어땠어?
3580,일반 대화,재밌어서 게임은 하고싶은데 내 몸이 거부하니까 확실히 힘들어.멀미약 먹고 해도 되나?
3581,일반 대화,나도 전화 받아서 놀린 적 있어 ㅋㅋ나는 대출 전화 받았었는데 백수라고 하니까 끊더라 ㅋㅋ
3582,일반 대화,그러게 ㅋㅋ 나도 오랜만에 봐서 신기했어!명절인데 친구들이랑 하고 싶다 ㅠㅠ/코로나 때문에 어렵겠지?
3583,일반 대화,알바는 다양한데 왜 내 자리는 없는걸까 ㅜㅜ네 자리는 있는데 네가 너무 이것저것 쟤서 그런거 아닐까?
3584,일반 대화,그런게 있어? 되게 별로다쓰는 사람도 있더라고~/간식은 아예 안주고 있어? ㅋㅋ
3585,일반 대화,층간소음 이슈 장난 아니야.비싼 값좀 해라.
3586,일반 대화,그러면 무슨 색 섞어볼까?~음 나는 흰색이나 회색이 좋은 거 같은데?
3587,일반 대화,나도 완전 쌩초보야장비도 많이 필요하겠다
3588,일반 대화,다 모아 놓고 특정한 자격증이나 회사 이념들을 주입하는 시간이래학교 OT랑 비슷한 건가봐
3589,일반 대화,화장실 청소 넘 힘듬 ^^화장실 물 때 왜케 안 지워지니
3590,일반 대화,너희는 강아지 좋아해 고양이 좋아해?나는 고양이가 더 좋아!
3591,일반 대화,너는 너 나는 나... 이러네요... ㅋㅋ그니까 그게 무슨 이상형 하하 ㅠㅠ
3592,일반 대화,미국에 살인 사건이 전년 대비 엄청 증가했대!헉 미국에서 코로나 때문에 심해졌지!
3593,일반 대화,교정 하고 나서 가끔 이빨 표면이 깨져 ㅋㅋ아아 ㅋㅋ 그건 어쩔 수 없지/장치 때문에 그럴 거야
3594,일반 대화,어플에서 해야되거든그래도 그정도 할인이면 완전 이득이지
3595,일반 대화,나랑 그럼 킬 내기할래 어때?!오케이 아메리카노 내기 맞지? ㅋㅋ
3596,일반 대화,직장도 다니시는데 대단하시다.나도 그렇게 생각해.
3597,일반 대화,꼭 무릎 꿇을 것만 같잖아 ㅋㅋ바로 헤어질 거임 받는 순간
3598,일반 대화,다음역 태평?웅 같은거 탔어? ㅋㅋ
3599,일반 대화,근데 그 민달레 이름은 북한에서 지었대잉 일본에서 오는데 왜?
3600,일반 대화,그럴려고 공부해서 교사 됐나 미쳤어내 말이 ㅡㅡ 그런 사람들이 나중에 범죄 일으킨다고
3601,일반 대화,끊고있는 중인가보더라와 진짜 의지가 대단하네
3602,일반 대화,ㅋㅋ 맞아 근데 대형 버스 렌트 하는 곳이 있을까?아마 버스 회사에 전화하면 되지 않을까?
3603,일반 대화,한국이랑 일본거 중에 뭐 좋아?나는 일본편!
3604,일반 대화,민트초코라떼?근데 커피x 시켜야되는데 커피o 시켜서 샷이 들어서 왔더라구/ㅋㅋ 큐ㅠㅠ 근데 맛있었어ㅎ
3605,일반 대화,맞아 언니는 아직 아기야.그리고 아직 돈 모아둔 게 없어.
3606,일반 대화,너 어릴 때 카트라이더 해본 적 있어?ㅋㅋ 당연하죠 ㅋㅋ 그런데 저 커서 다시 하려고 했더니 튜토리올도 못 깼어요
3607,일반 대화,너네 집 근처에 스타벅스 있어?응 나 스세권 살아
3608,일반 대화,가을 즐기기엔 너무 짧았지.다음주엔 외출을 좀 해야겠어.
3609,일반 대화,다들 학원 다녀본 곳 있어?나는 논술 학원 다녀봤어
3610,일반 대화,응 그래서 너무 아쉬워.그런데 업데이트 오랫동안 안 해주다가 오랜만에 하는데 이게 마지막이라니.
3611,일반 대화,ㅋㅋ 너무웃곀 ㅋㅋ글고 저녁엔 또 연습끝나고 땀 식어서 더 추워가지고 겉옷 두껍게 입어야됔 ㅋㅋ
3612,일반 대화,어디 놀러 가면 버스 빌려야 될 듯 ㅋㅋ버스 가지고 다 못 탈 거 같은데
3613,일반 대화,그렇구나 요즘 보는 예능은 있어?나혼자산다를 즐겨 봐
3614,일반 대화,"응, 운전 중이 아닐 때에도 블랙박스가 흔들림을 체크해서 알려주더라고기계의 발전으로 인해서 자동차를 24시간 관리할 수 있다니 정말 세상이 좋아졌다"
3615,일반 대화,오늘 밤에 이마트 갈건 데 같이 갈래?뭐 급하게 사야 할 것 있어?
3616,일반 대화,너만 그런거 아니고 아마 시청자들 대부분이 그랬을듯너도 그랬니? ㅋㅋ 댄스배틀 해야겠다
3617,일반 대화,반팔 입고 나가지 마 절대...나 오늘 반팔 입고 나왔는 걸 오늘은 더워 하하
3618,일반 대화,휴양지는 넘 릴렉스해서 하하휴양지는 진짜 딱 쉬는거 끝이라서 하하
3619,일반 대화,사수가 내한테 일 다 떠밀었음ㅋㅋ 니 저번에 화해했다고 안 했나? 여전하네?
3620,일반 대화,오 그럼 거기 담에 가보자!하하 그래 위치가 정확히 어디더라
3621,일반 대화,검색해봐도... 멤버들 다 초면이다 ㅋㅋ 누가 인기 많아? 나도 관심이 가네내 친구들 사이에서는 펠릭스 얘가 인기 최고야 비주얼이 특출 나긴 하더라 스타일링이 독특해서 그런가?
3622,일반 대화,수술 해본 적 있어?나는 딱히 해본적은 없어
3623,일반 대화,하하 또 그 날씨에 맞는 옷을 입을 수 있으니까응응 빨리 가을옷 입구시퍼
3624,일반 대화,좋은 캐시템 좀 나오지나 사실 현질해서 좀 사봤거든? 근데 귀여운 거 안 나옴
3625,일반 대화,강아지나 고양이 말고도 다른 동물들도 그러면 진짜 좋겠다.생각나는게 있어? 어떤 동물들?
3626,일반 대화,넌 잘 돼?난 엄청 잘 돼서 몸이 항상 뜨거워.
3627,일반 대화,저는 스티치 좋아해영!핵기엽찌... 스티치 ㅋㅋ/애니메이션 나오면 다 귀여운 듯
3628,일반 대화,남친이 로맨스물 절대 안보거든아하~ 나도 로맨스는 잘 안봐
3629,일반 대화,아 초코스콘아니고 그 뭐냐... 빵 가생이부분 뭉쳐서 튀긴거... 비스켓?오...동네 빵집에서 산거야? 초코스콘?
3630,일반 대화,너도 많이 아쉽겠다.응 가족들도 많이 아쉬워 해.
3631,일반 대화,그러게 ㅋㅋ 진짜 게임도 똑똑해야 밥벌이 하고 살 수 있나 봐ㅋㅋ 우리나라가 프로게이머들이 꽤나 유명하지? 세계적으루?
3632,일반 대화,맞아 이런건 유튜브에서도 충분히 볼 수 있거든교수님이 유튜브로 자료를 주시더라고
3633,일반 대화,하긴 ㅋㅋ 극장 간 지 너무 오래됨 ㅋㅋ코로나 전에 가보고 안 가봤어 ㅋㅋ
3634,일반 대화,아닌데...? 낚시 쉴 틈 없는데 ㅋㅋ내 성격에는 절대 못 해.../참을성 제로
3635,일반 대화,이제 이년마다 월드컵을 한다더라그게 정말이야?
3636,일반 대화,ㅋㅋ 진짜 연애 상대가 다 이해해주지 않는 이상나이들수록 주변 사람들 다 결혼 하니까 아무래도 ... 나만 혼자 남을까봐 걱정 ㅜ
3637,일반 대화,진지하게 너희 동네로 이사가고 싶어졌다니까 ㅋㅋ동네친구 생기면 나는 너무 좋지 얼른 이사와!/동네친구 생기면 나는 너무 좋지 얼른 이사와!
3638,일반 대화,아니면 워킹홀리데이 가는 것도 괜찮지 않아?거기 가면 맨날 딸기만 따야하잖아ㅜㅜ/그건 싫어
3639,일반 대화,아... 어딜 가도 그건 인간 문제임나는 성격부터 죽여야 함...
3640,일반 대화,그래도 있으면 좋겠는데.방법을 한번 찾아보자.
3641,일반 대화,아 부러워 ㅠㅠ어 ㅋㅋ 숙소도 엄청 핫한데 이미 예약해뒀음
3642,일반 대화,난 그 영화를 제일 좋아하거든 ㅋㅋ오호 ㅋㅋ 몇번이나 봤는데?
3643,일반 대화,아 정말? 하긴 피부는 타고 나야지 ㅠㅠ그게 진짜 맞는 거 같아 ㅠㅠ 그건 타고나야 해 ㅠㅠ
3644,일반 대화,선크림을 2겹이나 발라?응응 그래도 괜찮던데?
3645,일반 대화,밤에 잠을 못 잘 정도야.윗층에는 올라가 봤어?
3646,일반 대화,우리 다음에 2인용게임사서 같이 하자어떤거? ㅋㅋ 재밌겠다
3647,일반 대화,지구온난화 문제가 커.요즘 진짜 문제야.
3648,일반 대화,어제 분식 땡겨서 골고루 시켰어 ㅋㅋ와 분식 ㅜㅜ/너 분식 굉장히 좋아하는구나?
3649,일반 대화,스트리트 우먼 파이트에서 헤이마마 안무가 제일 뜬거 같아아 그 미션곡으로 나왔던거?
3650,일반 대화,전공이 뭐야?우리는 은행 쪽이였어 금융정보과 하하
3651,일반 대화,아? 뭐야 그냥 다 보게 해주지방탄 자체 컨텐츠로 여행 프로그램이 있는데 코로나로 해외여행은 안돼서 '인더숲'이라는 프로그램으로 국내에서 그냥 자기들끼리 찍은 힐링예능이거든 삼시세끼랑 비슷함 ㅋㅋ
3652,일반 대화,아 맞다 ㅋㅋ 너 나랑 대만에 샹견니 투어 가기로 했잖아그러니까요~ 저는 늘 그 날만 기다리구 있다고요
3653,일반 대화,달리기 잘 해?나는 달리기 좋아해.
3654,일반 대화,내말이 옆집에 민폐잖아 글구맞아 그리고 그거 소방법에 뭐 걸릴걸? 집 앞에 짐 적재해두는거
3655,일반 대화,응응 니가 산 키로수 ㅋㅋ이불 무게가 어느 정도 되는지 그거에 맞춰서 사야지
3656,일반 대화,요즘 너무 잘 올라와 있어서 보기 편해맨날 밤새우고 있을 거 같아서 ㅋㅋ 안 돼 ㅠㅠ ㅋㅋ
3657,일반 대화,무슨 카페 갔어?나 지금 투썸이야!/이번에 신메뉴 나왔잖아
3658,일반 대화,이번 국민지원금 나온 거 받았어?당연하지. 완전 도움 돼!
3659,일반 대화,"그러게 넷인데 이렇게 시간이 안 맞나 싶어,ㅋㅋ 어쩔 수 없지 시간 내면 꼭 가바 가족 여행 추천"
3660,일반 대화,응 근데 입이 괴사할 정도로 오래 된 것 같긴 해밥도 못 먹고 엄청 고생했을 거 같다 ㅠㅠ
3661,일반 대화,"너무 즉답 아니야?아빠가 서운해 하겠지만, 어쩔 수 없어."
3662,일반 대화,ㅋㅋ 그러면 음 남자 성격?음 나는 무조건 착하고 배려 넘치는 사람이 좋아
3663,일반 대화,아니 더 싸게 팔아!오오옹 오오옹! 나도 하나 사야 할까 바 ㅜㅜ/요즘 모공이 넓어져서
3664,일반 대화,요즘 애들 프사 보니까 핑뮬 엄청 찍고 다니네~핑뮬? 핑크뮬리?/그게 어디 있어?
3665,일반 대화,아 그럼 도라지즙은 내가 사야겠다 하하.응 그거 살 때 배랑 섞여있는 거 말고 도라지만 들어 있는 걸로 사.
3666,일반 대화,"옥천 갈 때 뭐챙겨가?팬티, 로션, 잠옷, 여벌옷/캐리어 끌어야겟다"
3667,일반 대화,"생각보다 군대 밥이 더 맛이 없다는 사실을 알고 있니?내가 알겠니, 난 여자인데."
3668,일반 대화,걔네 땜에 미국 증시 엄청 떨어졌잖아거기가 완전 큰 회사인가?
3669,일반 대화,그나마 배민이나 요기요에서 가끔 랜덤쿠폰 주면 그거로 배달비 아낀다ㅋㅋ 그니까 ㅋㅋ 배달로 아이스크림 시킨적 처음이였어/음료랑 해가지고 ㅋㅋ 식후에 먹으니까 너무 좋더라 ㅋㅋ
3670,일반 대화,그래서 빨리 스킨 뽑고 끝내버리고 싶어.무지개큐브 얼마나 모았어?
3671,일반 대화,"중학교까지는 자유롭게 하고 싶은대로 시키고 싶은데, 주변에서 다 학원을 보낸다고 하니 고민인가봐.중학교는 보통 종합반으로 다 관리해주는 학원으로 많이 다니긴하지."
3672,일반 대화,추석 껴가지고 택배를 그렇게 받나 봐아...아니...그게 아니고 그냥 우체국 그렇게 법으로 바뀌었어 개정이
3673,일반 대화,난 안 봄 ㅋ아 진짜... 유행은 다 안 하네
3674,일반 대화,그래서 갈 수 있는 경로를 알아보긴 할려고 ㅋㅋ자세히 알게되면 나한테도 공유해
3675,일반 대화,그래도 요즘은 검색을 하면 나와서 다행이야.옛날 대학생들은 얼마나 힘들었을까.
3676,일반 대화,ㅋㅋ 진짜 만화처럼 햄스터 처럼 먹어?내가 본 결과 진짜 야금야금 먹어
3677,일반 대화,응 군대를 다녀와도 별로 변하는게 안보이는 것 같아요즘 군대가 편해져서 그런가봐
3678,일반 대화,코로나 때문에 주로 집 앞에서 만나니까 밥 먹고 PC방 가는 게 대부분인 것 같아.평소에 자주 만나는 편이야?
3679,일반 대화,카카오 페이 청약하는 거 알아?응 경쟁률 엄청 높대
3680,일반 대화,꼭 그런 것만은 아닌데 돈도 모으면서 취미 생활도 하고 싶어서취직한다는 것은 좋은 생각인데 너무 섣불리 결정한 것은 아닌가 걱정이 된다
3681,일반 대화,맞아 다양한 재료들을 섞다보니 그 중에 안 맞는 재료가 있을 수 있나봐시술 같은 것은 정말 필요한 것이 아니면 안 받는 게 좋은 것 같아
3682,일반 대화,그러게 그래도 연애는 같이 하는거니까 대화를 해봐야지꼭 잘 해결되면 좋겠는데 어려운 문제다
3683,일반 대화,비타민은 그런거 허가 안필요한가비타민은 괜찮아 ㅋㅋ/너 영양제는 챙겨 먹어?
3684,일반 대화,닌텐도 회사 게임 해 봤어?아 전에 그 슈퍼마리오 시리즈를 Wii로 해 봤지!
3685,일반 대화,라씨라고 크로스백 사고싶어라씨는 얼만데?
3686,일반 대화,그 서바이벌 할 땐 궁금해서 결제하고 그랬는데 지금은 잔잔해.데뷔 후가 내용이 좀 잔잔하긴 해.
3687,일반 대화,그거까지는 모르겠고 이번에 또 시작했는데 저기 지금 큰일났어!못 탔을 거 같아/탔음 나왔겠지 왜
3688,일반 대화,지수랑 제니랑 다 해외에서 살아 가지고 영어 발음에 치인다...지수? 로제 아니야?/블핑에서 유일하게 영어 못하는 사람이 지수라던데 귀엽 ㅋㅋ
3689,일반 대화,하하 오 치킨은 아무래도 비비큐지비비큐 오늘두 먹엇자나 히히
3690,일반 대화,스쿼시가 그 벽보고 하는 테니스인가?응 맞아! 엄청 재밌더라
3691,일반 대화,약 덕분에 안 아팠던 거 아닐까? 2차 벌써 맞은 거 신기하다성격이 급해서 빨리빨리 맞았지~ 2차에는 약을 꼭 먹어야할 것 같아 나도 열이 났거든
3692,일반 대화,김칰 ㅋㅋㅋㅋ 우리세대에서 이제 그런 살림은 끝났다
3693,일반 대화,무슨 소리야 나 네 시부터 접속해 있었는데뭐지... 분명 너 온라인 안 떠 있던데
3694,일반 대화,그렇구나 나는 혼자 지내는 걸 안좋아해서 그런가봐너는 그럼 어떤 동물을 키우고 싶어?
3695,일반 대화,하니? 헐 대박 ㅋㅋ 얼굴 콩알만 하더나뭐 촬영 중인 거 같던데 얼굴 완전 작고 키 크고
3696,일반 대화,ㅋㅋ 아 음은 기억이 나는데... 어딜 쳐야 했더라?ㅋㅋ 악 ㅋㅋ 그건 저도 그래요 그 악보를 모르겠어요
3697,일반 대화,진짜 한결같이 양심이 없구나 넌같은 양갈래고 걔도 날라차기 해
3698,일반 대화,그렇지만 A매치 이후에 체력이 많이 떨어진 것 처럼 보였어.A매치 다녀오고 바로 출전했던 경기에선 부진했지만 그 이후에는 정말 잘해주고 있어.
3699,일반 대화,키티스트랩 사려고 했어.그거는 다 중고거래 인가?
3700,일반 대화,진짜 웃기네 ㅋㅋ 빨리 퇴사하고 따뜻한 동네로 와조만간임 ㅋㅋ/야 날씨도 좋은데 오늘 수변 공원 갈래?
3701,일반 대화,난 늘어지는 순간 노잼 오겜도ㅜ ㅋㅋ난 오징어 게임 늘어지는 거 전혀 못 느껴서 다행이다/틀어놓고 청소 ㅋㅋ/어제 버드박스 보다가 잤어
3702,일반 대화,음 재밌는거면 상관없어음 뭐가 있을까?
3703,일반 대화,관광지에서 조금만 벗어나도 우범지대래.엄청 의외다.
3704,일반 대화,세계 1위랭... 오징어가ㅋㅋ 그렇다고 하대?/제목이 요상하다 근데
3705,일반 대화,그래서 안그래도 고민을 하고 있어.그정도 가격이면 겨울에 켜놓게 사자.
3706,일반 대화,오늘 아침엔 안개가 심하더라구그래? 여기는 그런 거 없음
3707,일반 대화,나는 내 강아지가 아니어서 얌전히 구경했는데... 찐 주인들끼린 하더라 ㅋㅋ 귀엽아 웃겨 보고 싶네 ㅋㅋ 사진 많이 찍었나?
3708,일반 대화,헉 드라마가 만들어 진다고?응응 벌써 방송 시작했을걸 ?!
3709,일반 대화,맞아 ㅋㅋ 그건 나도 좋아.근데 모든걸 다 내가 해야 하니까 어려운 부분도 많은 것 같아.
3710,일반 대화,거기에 아시아에서 가장 큰 수족관도 있거든?오호 ㅋㅋ 수족관도 보고 올 수 있구나
3711,일반 대화,그렇구나 연애는 진짜 다양한 요소가 만나서 완성되는거네응 남자도 여자의 외모를 중요하게 여기잖아 똑같은거지
3712,일반 대화,나도 스치듯만봤어 ㅋㅋㅋㅋ 동백이 느낌이라던데. 추리없는 동백이
3713,일반 대화,과일 같은 것좀 사와나도 가족들이랑 먹기위해 피자 이런거 살게 하하 ;
3714,일반 대화,잘 했네 병원은 갔고?아니~ 그 정도 아니였어/너는 사고 나본 적 있어?
3715,일반 대화,결혼은 어떨까?결혼은 더 어렵지.
3716,일반 대화,거기서 사랑하게 될거야 불렀는데 무대 진짜 잘하더라오  노래는 잘하나 보다!
3717,일반 대화,근데 뭔가 창문을 열었을 때 처럼 엄청 상쾌하지는 않아서 조금 답답한 느낌이야.그럼 방에 디퓨저 하나 두는 건 어때?
3718,일반 대화,장발이 더 어울리는 것 같아뭐든 예쁠거야 분명
3719,일반 대화,디피 빨리 투 나와라궁금하다 ㅋㅋ 디피 빨리 달려야 되는데 아직 좀 뒀다가 볼게요
3720,일반 대화,나 헤어라인 정리하고 싶어!갑자기? 왜? ㅋㅋ
3721,일반 대화,맞아 펜트하우스 봐도 그렇잖아그치 그러면 벼락부자 되는건 순식간이야
3722,일반 대화,젊은 애들이 진보를 좋아해야지요즘은 지역이나 세대로 정당 지지하는 것 보다 성별에 따라 지지하는 게 다르다고 하더라고
3723,일반 대화,그건 그렇겠다 너 방은 없어 ?응 나는 언니랑 방을 같이 써.
3724,일반 대화,육군이 짧아서 좋지.휴가도 많이 나와?
3725,일반 대화,엄마의 직장동료의 딸이라구?응 언니가 우리 엄마랑 같은 곳에서 일하셔
3726,일반 대화,내가 잘라줄게 나만 믿어 ㅋㅋ오잉? 괜찮은데요?/혼자 먼저 잘라보셔
3727,일반 대화,저는 당이 필요해서 민초 먹겠습니다이번에 아이스박스 샌드위치 나왔다매
3728,일반 대화,안그래도 요즘 근데 탈레반?ㅋㅋ
3729,일반 대화,퇴근할 때 맞춰서 저녁 딱 해놓으니까 좋았겠다맞아 그게 참 편해 ㅋㅋ
3730,일반 대화,너 스터디 해본 적 있어?아니. 너는 해본 적 있어?
3731,일반 대화,너네집근처에 갈색고양이아 맞네. 하하 그 고양이도 너무 귀여웠어.
3732,일반 대화,평소에 운전은 해?아니 면허는 있지만 거의 안 해.../너는 면허 땄어?
3733,일반 대화,보이는건 그래보이는데 사실 잘 모르겠어...한번도 널 보면서 숱이 없다구 생각해본적이 없어서 모르겠네...
3734,일반 대화,같이 축구보던 친구가 있었어?나는 중학교 부터 같이 가던 친구가 있었어
3735,일반 대화,너 우리학교 와서 들어봐 진짜 너무 싫다니까 ㅋㅋ~ㅋㅋ 아니야 그런건 나한테 양보 안해줘두 돼 ^^ !
3736,일반 대화,그러게 ㅋㅋ 엄마가 간부 번호 대라고 아주 그냥 죽여버린다고 했어막내 아들인 거야 혹시?/투정을 부리는구만 하하
3737,일반 대화,우리 오빠 군대 얘기 진짜 지긋지긋군대 얘기 하심?... 어디 군대시더라...
