,class,conversation
707,일반 대화,나 원플원으로 받았는데 너 하나 줄까?헐 주면 좋지 무슨 색상이야?
708,일반 대화,들어봐!근데 지금 이 시간에 듣기엔 좀 무서울거 같은데
709,일반 대화,하얀 부분이랑 경계가 보일 정도야.아놔 경계가 보인다니 웃겨.
710,일반 대화,가고 싶지 ㅋㅋ 그때 같이 놀던 사람들도 그립고ㅋㅋ 망할 코로나 ㅋㅋ/간 김에 미국 여행도 가면 완전 개꿀이었는데
711,일반 대화,맞아 혼자도 먹고살기 힘들어서 그래일단 돈이 있어야 결혼도 생각할 수 있지
712,일반 대화,그럼 요즘은 왜 갑자기 많이 없어진 거지?요즘 구매자들은 조금 실용적인 부분은 더 추구하는 것 아닐까?
713,일반 대화,ㅜㅜ 일주일에 한번은 만나!ㅋㅋ 제가 그럴 시간이 없어요 ㅋㅋ
714,일반 대화,유럽에서 꼭 가보고 싶은 나라 있어?스위스는 꼭 가고싶어 사진보니까 동화 속 한 장면 같더라고./다음에 꼭 같이 가자ㅎ
715,일반 대화,아... 어딜 가도 그건 인간 문제임나는 성격부터 죽여야 함...
716,일반 대화,토할거같아?아니 그냥 울렁거려
717,일반 대화,제주도에 당일치기 여행을 가보면 어떨까?내가 한번 비행기편을 알아볼께
718,일반 대화,비행기가 무서워.비행기가 왜 무서워?
719,일반 대화,10.5(화)화는 쓸수있을듯 미리 말하면 너는?
720,일반 대화,그러게 나 같으면 호적 파려 했을 듯!그래도 자기 자식이니까 아끼는 듯
721,일반 대화,"어쨌든 얼굴이 갸름해졌어부은 것 같아, 저거 안 아파?"
722,일반 대화,아 진짜? 그러면 못 갈 확률 겁나 큰디...?너 어디 가는 곳 있냐?
723,일반 대화,그래야지 뭐... 우리나라 쇼핑몰에서 살까 싶은데 샵 고르는 것부터 고난이도다하도 많긴 하지 ㅋㅋ 모아 놓은 어플에서 고르는 건 어때?
724,일반 대화,아 진짜 행복한 꿈이다 하하ㅋㅋ 빨리 내가 비행기를 알아봐야겠구만 하하
725,일반 대화,10키로라니 엄청나게 많이 빠졌다!맞아 매일매일 산을 타다 보니까 금방 빠졌던 것 같아
726,일반 대화,ㅋㅋ 맞어...인기 많았지만 안봤다...그칰 ㅋㅋ 아 이번주가 펜트하우스 드디어 마지막회
727,일반 대화,갈색 쓰고 니 한번도 안 본 듯 ^^니가 관심 없는 거 하하 매번 썼다 ^^
728,일반 대화,거기 산 지는 얼마나 됐어?어 여기 온 지 3~4달 된 듯해/부모님은 물론 계속 사셨고
729,일반 대화,수도권 거리두기 완화된 거 알아?이제 백신 맞은 사람 있으면 더 모일 수 있는건가?
730,일반 대화,잘 모르겠음!인원 수 제한 있을 거 같아 ㅠㅠ
731,일반 대화,아 진짜 우리 애기들 건강했으면 좋겠다건강할 거야 좋은 주인을 만났잖아 하하
732,일반 대화,나 갑자기 슬러시 먹고 싶어옛날 학교앞 문방구에서 팔던 그런 슬러시?
733,일반 대화,새로 개업한 곳에 간 거라 엄청 깨끗했대.개업한데라 홍보하려고 그랬나 보다.
734,일반 대화,헐 고슴도치 똥 냄새가 그렇게 심해?똥구린내 장난 아니야 ㅋㅋ
735,일반 대화,됐거든 ㅋㅋ 신혼집은 언제 들어가?이번달 말에 들어가려고 하하/내가 신혼집이 생긴다니... 믿기지 않아
736,일반 대화,며칠전에도 치더라고 천둥번개가소리가 너무 커가지고
737,일반 대화,대탈출 예전꺼 생각보다 괜찮던데기대치가 정말 없었나봐
738,일반 대화,에이 게임은 쉽고 단순해 하하ㅋㅋ 예전에 쿠키런 했던 것처럼 하면 되는 건가?
739,일반 대화,그치? 진짜 화려하기만 한 ㅋㅋ회전목마 타니까 손도 흔드네? ㅋㅋ
740,일반 대화,너는 핸드폰 게임 뭐해?나 요즘 쿠키런에 완전 푹 빠져있잖아
741,일반 대화,"헐 ㅋㅋ 나도 탈락이 무섭더라, 근데 나는 구슬치기가 슬펐어맞아 그거 진짜 슬펐어 할아버지 ㅜㅜ"
742,일반 대화,방독면을 안쓰면 피부에 엄청 안 좋을 것 같은데그럴 것 같은데 훈련이니까 안할 수가 없어
743,일반 대화,"맞아... 진짜 우리나라 일 아니더라도... 신경쓰이고... 마음 아파우리나라에도 태풍 오진 않겠지,? ㅠㅠ/너무 걱정된다"
744,일반 대화,넘 무서워서 자꾸 뒤돌아 보는 중음쓰 버리러 나가야 하는데 내일은 비 안 올까...?
745,일반 대화,그게 뭐 뭐 들어 있어?들어 있는 건 모르겠고 따로 챙기는 것보다 그게 복합적으로 다 들어있는 거 아닐까?
746,일반 대화,소랑 양이 많아서 고기도 엄청 쌀듯한데?헐 스테이크 짱 싸겠다
747,일반 대화,햄찌 귀엽던데 ㅠㅠ 햄토리 같고 작고 소중해맞아 지금은 영상도 많이 나와서 귀엽긴 하더라고 ㅋㅋ
748,일반 대화,그치 ㅋㅋ 그래서 지금 퇴사도 진지하게 고민이야그럼ㅠㅠ 원래 그런 것도 중요해.../일도 없는데 하루종일 어떻게 있어ㅡㅡ
749,일반 대화,요즘 포켓숲 퀘스트 깨려고 알람 맞춰서 일어남지금 완전 진심 됐네?
750,일반 대화,그걸로만 300만원을 번 선생도 있다더라입시 박사겠네 그분은
751,일반 대화,여드름 주사 맞고 싶다 ㅜㅜ오호 여드름 났나봐?
752,일반 대화,나 전 과목 다 할까 하는데 어때?!그럼 시간이 너무 빠듯하지 않을까?
753,일반 대화,오 괜찮다 그러면 오늘부터 그거 봐야겠다 ㅋㅋ나 아는 애는 이거 보면서 울었대 ㅋㅋ
754,일반 대화,ㅋㅋ 근데 나 두 개 다 하기 싫은데 운동이 더 싫으니까 이제 일을 즐기면서 하도록 해봐야겠다난 이번 생에는 글렀어/운동도 일도 다 싫으다.../내 친구 중에 필라테스 강사 하는 애 있는데 걔는 쉬는 날에도 혼자 운동하더라 ㄷㄷ
755,일반 대화,후진국인가?우리나라에도 못 사는 사람이 많으니까
756,일반 대화,붉닭소스를 좀 줄여야겠어.주 1회로 줄이도록 해.
757,일반 대화,맞아 음이랑 가사가 나쁘지 않다고 생각했어저스틴 비버가 음악에는 참 소질이 있어
758,일반 대화,이제 나이가 곧 60이다 보니 더 신경이 쓰이나 봐.나이가 중요한가 뭐./신경을 쓸수록 스트레스를 받아서 더 늙을 것 같아.
759,일반 대화,드립커피가 먹다보면 원두에 따라 맛이 확실히 달라서 맛있더라구나도 카페 배달 시켰다가 받은 드립백 있는데 한번 마셔봐야겠다.
760,일반 대화,맞아~ 수원에서 살 때는 어떻게 그걸 버텼는지 몰라~버텼다기보다는 그냥 알아서 포기한 거지 귀마개도 끼고 지내고~
761,일반 대화,의사한테 보내도 안 가겠다고 그렇게 뻐팅겨거기 의사 선생님 그래도 애들 잘 봐주지 않아?
762,일반 대화,다른 나라는 추운 시기에 뭐 하는지 궁금하다거기도 보통은 집에 난방하고 있을거야
763,일반 대화,갑자기 뼈 때리네. 너무해.그렇게까지 살찌운 언니를 탓해야지 뭐.
764,일반 대화,당연하지 하하... 그게 뭐냐고 하겠지나 초딩 때는 게임 이것저것 했던 거 같은데
765,일반 대화,인턴 해본 적 있어?인턴은 아직 안 해봤어
766,일반 대화,응 아니야 ! 아 이거 아닌가? 질문 형인 것 같아서 대답했는데 이거 맞지?아니. 질문형 아니였다 ^^ 난 있는 그대로 말 했을 뿐
767,일반 대화,그 평등이라는 아이러니가 눈을 가리는 것 같아평등하지만 평등하지 않다?
768,일반 대화,내가 어릴 적에 엄청 즐겨보던 프로였거든너 성대모사 잘하니?
769,일반 대화,요즘 유산균 챙겨 먹는데 언니 1일 몇 똥 해?나 일주일 1똥 변비녀야 ㅋㅋ
770,일반 대화,20분 넘게 벌세우고  다른 애들이 먹다 남긴 죽 억지로 먹이고 그랬대어우ㅠㅠ너무 악랄하다
771,일반 대화,나도 ㅋㅋ 난 솔직히 20살 때 부터 독립하고 싶었어넌 왜 독립하고 싶어?
772,일반 대화,어 그러네... ㅋㅋ 이정재가 백수인것도 당황이었는데 이병헌이요?넼 ㅋㅋ 그래서 읭스러웤 ㅋㅋ 그리고/스포해도돼?
773,일반 대화,아 진짜? 내 친구 논산 사람인데 남친이 이번에 강원도로 발령 났대!그럼 곧 이별 아냐?...
774,일반 대화,교무실에 불려갔니?응 맞아 삼층에서 일층으로 던졌거든
775,일반 대화,그래서 내가 아까 오늘 사러 갔었거든?엉엉 어때?
776,일반 대화,그래 ㅋㅋ 애들이 맨날 자는데 고칠 생각을 안 했지직무유기인 듯?/그래도 제일 선생님 같은 선생님이긴 했다
777,일반 대화,사랑니 많이 썩었대?눈으로 보기에 썩은거 같아서 겸사겸사 뺀거였는데/다행히 어금니까지 영향 줄정도는 아니었나봐
778,일반 대화,그래도 너네 집 근처는 깨끗하고 조용하자나그건 그래 ㅋㅋ 층간 소음도 없고
779,일반 대화,끊는데 도움이 되겠다장난이야 ㅋㅋ 네 몸에 안좋으니까 꼭 끊어~/너 하루에 몇 갑 피워?
780,일반 대화,ㅋㅋ 진짜 열심히 한다 하루에 몇번 들어가?시도때도 없이 들어가지
781,일반 대화,원래 시험은 벼락치기란다 ㅠㅠ근데 떨어질것 같아ㅠㅠ/날씨가 이상해서 그런가 ㅋㅋ/우중충해서 공부할 수 있는 정신이 아니여ㅜ/백신까지맞으면 끝나지 뭐ㅜㅜ ㅋㅋ/핑계 잘대지? ㅋㅋ
782,일반 대화,응 그때도 좋고 매트릭스 위에서도 사용할 수 있지하나 쯤 있으면 나쁘지 않을 것 같아
783,일반 대화,뷰가 엄청 이쁜 곳에서 해보는거지!국내에서도 함 해보는거도 좋을 듯?
784,일반 대화,웅웅 실내나 실외 다 많잖아맞아! 어디 가서 같이 운동하면 좋겠다
785,일반 대화,너는 좋아하는 야식이 뭐야?나는 예전에 닭발 많이 먹었어!
786,일반 대화,난 중학생 때부터 있었어.그런 거에 바르는 크림도 있나?
787,일반 대화,하와이 화산 폭발한 이야기 알아?헐? 하와이에 화산 폭발했어요? 저번에 스페인에 본 것 같은데
788,일반 대화,내일 1주년이라 서프라이즈 하려구오 어떤 이벤트 준비했는데?
789,일반 대화,탈색하면 힘들지 이쁘지만혼자 하느라 맘에 안들기도 했지만
790,일반 대화,저번에... 안갔어왜?
791,일반 대화,나 오늘 약간 감동받은 일이 있었어.뭐 때문에 감동받았는데?
792,일반 대화,넌 털도 많은데 두껍게 자라면 거의 유인원 아니야?맞아 하하 난 태어날때부터 털이 많았데~
793,일반 대화,언니도 스우파 프로그램 알아?당연하지 어제도 본방사수 했어 ㅋㅋ
794,일반 대화,근데 그렇게 하다가 진짜 쪼들리면 서로 싸우는 일이 많을 것 같다 ㅠㅠ웅 막 결혼 준비하면서도 엄청 싸운다자나/내 주변에도 준비하면서 마니 싸웠대 ㅜㅜ
795,일반 대화,나는 과학 실험도 시켜주고 싶고 여행도 데려가고 싶어엄청 좋은 생각이다 그럼 영재원 같은것도 보낼 생각이 있어?
796,일반 대화,내부에 더 홀리더라...ㅋㅋ 호구야 호구 나는
797,일반 대화,맞아 그래서 이름이 마을버스인가ㅋㅋ 맞아 근데 잘 이용하면 편해
798,일반 대화,무슨 치킨 제일 좋아해?나는 처갓집 슈프림 제일 좋아해~/너는?
799,일반 대화,나 원래 기아 팬이잖아 야구 보고 싶어서 그렇지기아랑 누구랑 경기하는 건데?
800,일반 대화,응 그런데 소파 바꾸면서 안마 의자도 사고 싶다고 아우성이야그런데 갑자기 왜 안마 의자에 빠지셨대?/우리 집에 안마기도 많잖아.
801,일반 대화,너 혹시 카멜레온 키워봤어?아니 안 키워봤어
802,일반 대화,맞아 ㅋㅋ 나도 맨날 하는데 요즘 안 하거든 ㅠㅠ그래서 요즘은 연장보다는 속눈썹 펌을 즐겨 해!
803,일반 대화,편세권이 제일 부러워 ㅋㅋ 우리집 주윈 논밭~아 진짜? 마트도 먼 거야? ㅠㅠ
804,일반 대화,어제 주식 10주 매수했어.어디 회사 주식인데?
805,일반 대화,현실에 있을법한 가정의 문제를 캐릭터에 풀어내서 더 몰입되고 공감가는거 같아.다 내 주변사람 얘기 같고 그래서 좋아./그게 이 웹툰의 가장 큰 묘미인 거 같아. 오늘 밤에 꼭 봐야지!
806,일반 대화,오 진짜? 대단한 사람이네 ㅋㅋ그치? 근데 문제는 그 사람은 운전할 때만 욕을 안 하더라고/평상시에 함
807,일반 대화,너는 평균보다 좋은편이니?그냥 평균 정도야
808,일반 대화,언니 차는 뭐 타고 다녀?나 지금은 소나타 타고 다녀!
809,일반 대화,근데 내가 갔을 때는 핑크뮬리 말고 볼 게 없었어!그 학교?/미술관?/그런 거 해 놓지 않아?
810,일반 대화,거기 싸다 어디야?와 거기도 엄청 싸네 ㅋㅋ 여기 대전
811,일반 대화,주택에 살아보고 싶다나도 주택에 한번도 안 살아봤는데
812,일반 대화,암튼 나 당근마켓 처음 해보는데 꿀팁 같은 거 있어?음... 일단 가격을 싸게 올려야돼!/나 이번에 엔시티 앨범 오천원에 올렸어/그것도 비싼가 했는데 바로 사더라고 하하
813,일반 대화,햄스터 영상 많이 보는데 진짜 귀여운거 같아반려동물로 키우는 사람들 많자나
814,일반 대화,ㅋㅋ 땅은 있구? ㅋㅋ 뭐 어떻게든 되겠지~그러게… ㅋㅋ 땅도 없네~/모르겠다 어케든 되겠지~
815,일반 대화,아니 진짜 내 남자친구 그런 사람 아니야.근데 너무 tmi 야.
816,일반 대화,아니 요즘은 어플로 할 수 있어어플? 비대면으로 가능하다니...!
817,일반 대화,그것도 고려해봐야겠다. 그러면 오피스텔보다는 주택 쪽을 많이 알아보는 게 좋겠지?오피스텔도 나쁘지는 않지만 아무래도 관리비도 많이 들어간다고 하더라고
818,일반 대화,요즘 유튜브에서 팩 레시피 보고 따라하는 중이야팩 매일 하면 그렇게 좋다던데
819,일반 대화,거기 야경이 끝내 준다던데 기대된다 하하거기 놀이공원도 있는데 엄청 유명한 롤러코스터도 있어!/같이 가서 타자!
820,일반 대화,나도 간 김에 머리 스타일 좀 바꾸던가 해야겠다남자들은 머리스타일 잘 안 바꾸지 않아?
821,일반 대화,택배 반품 접수해야는데 귀찮아반품? 뭐 반품하는데
822,일반 대화,응 얼른 해버려야겠어.수염관리는 어떻게 해?
823,일반 대화,와 두피에 팩하는 거야?두피는 손으로 마사지해 주셔
824,일반 대화,나 터키 안 가봤어 ㅠㅠ진짜 좋음 ㅜㅜ 날씨 안 좋아서 그 뭐여 못 탔지만
825,일반 대화,본인의 만족을 위해서 강아지를 학대하는 것은 정말 안좋아 보여아직도 그런 사람들이 있다니 진짜 못됐다.
826,일반 대화,제발 성공했으면 좋겠다 ㅠㅠ다음 달에 누리호도 발사 예정이래
827,일반 대화,엄마는 결혼 왜이리 일찍 했어?우리 세대에는 다 빨리 갔어
828,일반 대화,나 포병이었는데 분대장 교육 받으러 갔다가 거기서 나무판자 잘못 밟아서 나무판자가 부러졌는데 그대로 내 발목도 부러졌어...헐... 많이 아팠겠네... 수술한거야?
829,일반 대화,오늘 저녁 많이 먹었어?웅 오늘 저녁 완전 푸짐하게 먹었어 ㅋㅋ
830,일반 대화,타지역이겠지?웅 친구 결혼해서 친구네 집들이 갔다가 그 앞에 핑크뮬 있대서 가보려고!
831,일반 대화,말만 안했지 다를바 없어그렇게 심각한 상태야?
832,일반 대화,ㄹㅇ 전공 관련된 거 모르니까 힘들다새로 배우는 거 어렵제...
833,일반 대화,러시아 모스크바에서 세계최초로 도입됐대.정말 신기하다. 그러면 카드가 필요 없는거야?
834,일반 대화,언니는 언니가 파마 잘 어울린다고 생각해?나는 친구가 미용해 가지고 알아서 해줘
835,일반 대화,야 우리 기억력 어떡하냐 ㅜㅜ세월이 흐르긴 했나 보다 ㅋㅋ/지금만 잘 기억하면 되지 ㅎ
836,일반 대화,그치... 진짜 제트플립3 너무 사고 싶어언니 핸드폰 진짜 자주 바꾸는 거 아니야?
837,일반 대화,스킨 등급이 높진 않아서 효과는 별로야.효과 별로여도 예뻐서 갖고 싶었던 거구나.
838,일반 대화,너는 옷을 좋아해?아니 그것보다는 그래야 관리가 편할 것 같아
839,일반 대화,나도 영화는 마블이나 볼 줄 알았지 ㅎ근데 그 영화는 왜? 또 어디 소개하는 프로그램에 나왔어?
840,일반 대화,주변에 있구나... ㅋㅋ 아직 엄청 건강하시지?ㅋㅋ 네 진짜 ㅋㅋ 저보다 허벅지가 튼튼
841,일반 대화,난 사창가밖에 생각 안 나여행 코스가 기억이 안 낰 ㅋㅋ/헐? 사창가?
842,일반 대화,암튼 좀 덜 피곤한 것 같아.앞으로 잘 챙겨먹어.
843,일반 대화,우리 집 강아지가 엄청 졸린가봐이번에도 식탁 앞에서 꾸벅꾸벅 조는구나
844,일반 대화,나 애호박전 좋아해 건강에 좋대서 챙겨먹어기름에 튀기는데도 괜찮나
845,일반 대화,넌 맛있었어?응응 나는 곱창 좋아해~/한번 먹고 빠지면 못 헤어 나올걸? ㅋㅋ
846,일반 대화,그치 모든걸 보여주는 기분이야둘 중에 누가 더 벌까?
847,일반 대화,오 왜 기억에 남는 거야? 하하그땐 어렸어서 내가 말썽이 쫌...^^/여선생님이랑 많이 부딪쳐서 기억이 남나 봐 하하/남선생님은  많이 이끌어주셨던 게 기억이 남는 거 같애
848,일반 대화,베르세르크는 완결이 나기는 하려나?작가가 별세하지 않았나?
849,일반 대화,"그래서 서울시에서 문화가 있는 버스 정류장을 만들어 가고 있대우리는 경기도에 사니까 잘 못본 것 같아, 어떤식으로 운영 중이래?"
850,일반 대화,"나는 숨쉬기 걷기 살기 운동,?아니/숨쉬기가 무슨 운동이야 ㅋㅋ"
851,일반 대화,아 세대주 동무가 받는군 하하벌써 다 쓰고 없음 ^^
852,일반 대화,그래 지하철에서는 공익이 실세라던데 ㅋㅋ 변태 퇴치용으로맞아 공무원들이 그렇게 하면 신고한다고 협박당한대
853,일반 대화,다들 나이가 들면서 언니나 누나 있는게 젤 좋다고 한대어 ㅋㅋ 진짜 내 인생에 도움을 주는 형제는 언니나 누나가 유일해
854,일반 대화,주변에 군대 가는 사람 있어?나는 다 제대 했지
855,일반 대화,약간 대행해주는 사람도 민망할정도로 떡락햇어...진짜 주식같다 주식...
856,일반 대화,응 우리 아빠 부동산에 관심이 많아서 하하 필요하면 말해~그래주면 나야 고맙지 하하
857,일반 대화,엇 아닐껄? 더 길었던 거 같은뎅아 배민같은 걸로 주문하고?/아 그래? 길면 다행이구 ㅋㅋ
858,일반 대화,"난 재밌더라ㅋㅋ 잉 난 완전 노잼이었는데,"
859,일반 대화,"할인 한다고 그래서 전화해봤는데 기분만 나빠졌어.그러니까, 내가 다니는 헬스장은 괜찮은데 한 번 구경 와 봐."
860,일반 대화,그치? ㅋㅋ 나도 이번이 마지막일 거 같아점 빼고 집에서 홈 케어하자!
861,일반 대화,역시 스트레스가 모든 병의 원인인가봐맞아 나도 저번에 스트레스 받는 일 있었는데 그 때 몸 장난아니게 안 좋았어
862,일반 대화,큰일 났어또 무슨 큰일이 난거야
863,일반 대화,나는 도로 연수만 하려는데!웅 개도 연수만 했는데 50만 원 줬다고 했어!
864,일반 대화,"그건 아닌데, 가족들이랑 다른 부분은 별로 안 닮아서 깊게 생각해 본적이 없었어.코 빼고 다른 부분은 많이 안 닮았지."
865,일반 대화,나는 장우산 들고 다녀서 더 귀찮아.접이식 우산은 싫어해?
866,일반 대화,와 ... 집이 무슨 간지 ㅋㅋㅋㅋ 말만 들으면 그런 거지 머
867,일반 대화,치킨 오면 먹으면서 보려고 기다리는중치킨에 대탈출이라.../완벽하네
868,일반 대화,ㅋㅋ 근데 실력이 꽝이라 다 들킬 듯ㅋㅋ 날씨도 좋은데 빨리 여수가 가자~
869,일반 대화,오사카 갔어 그때 행복했는데거기서 맛있는거 많이 먹고 왔어?
870,일반 대화,응응 알겠어 조언도 같이 전해줄게 하하그래 하하 친구네 커플 좋은 여행 보내길 바라
871,일반 대화,뼈를 눌러서 아픈데 그만큼 효과 본 사람도 있나봐.발목을 효과 본 사람도 있데?
872,일반 대화,국내여행가면 먹는재미인가?먹는것도 하고 체험도 하고 그러지
873,일반 대화,하... 진짜 계속 맑은 날이다가 내가 갈 때 비옴... 진짜 나 미워하나?ㅋㅋ 아... 그래서 매번 사진을 건질 수가 없죠
874,일반 대화,다들 결혼은 어떻게 할까?좋은 사람 있음 하는 거지.
875,일반 대화,그래도 나중에 시험은 잘 봤다니 다행이었어보람이 있긴 했겠다.
876,일반 대화,그럼 난 축구 잘 하니까 당연한걸?!그럼 다음에 계속 응원하러 가야겠네
877,일반 대화,면허 딴 지 얼마나 됐어이제 1년 넘었지
878,일반 대화,나 오늘 봉사상 받았어 나 봉사매니아지~ ㅋㅋ평소에 봉사 많이 다녔나보네!/주로 어디로 갔어?
879,일반 대화,음 나는 그 때 가도 좋을 것 같아오호 나는 생각해볼게 ㅋㅋ
880,일반 대화,그럴땐 그냥 지하철 타야겠다맞아 그것 밖에 답이 없어
881,일반 대화,참기름 고추 가루 김치 그런 거 ㅋㅋ하핳하 나와 비슷하구나 ^^ 우리는 달걀
882,일반 대화,같이 출연한 신동엽 아저씨는 어쩔 거야 ㅜ그래도 제일 승자는 도미노 피자네 ㅋㅋ
883,일반 대화,애기가 어려서 데려오진 못하겠다 ㅠㅠ포메라니안이거든 털이 많이 빠져서 안될 것 같아 ㅜ
884,일반 대화,너도 썰매사라~썰매 타러 너희 동네까지 가기는 너무 멀잖아 ㅜㅜ
885,일반 대화,근데 우리 학교는 다 깨워ㅋㅋ 와... 연설 왜 들어야 되는지 아직도 난 모르겠어 ㅠㅠ
886,일반 대화,완전 대박이지? 진짜 길이 꽉 막혔어진짜 서울 퇴근길은 지옥이야
887,일반 대화,나는 엄청 자주해서 저번달에만 10번 거래했어 ㅋㅋ우와 주로 뭘 그렇게 팔아? ㅋㅋ
888,일반 대화,너무 무서운 걸 어떡해.한번 타고 나면 괜찮아.
889,일반 대화,그니까... 연경선수는 이제 리그경기는 못보겠지만 ㅜㅜ연경선수 보려면 유투브로 봐야하는건가요...
890,일반 대화,영화도 보고 만화도 보면 하루 그냥 지나가 있어맞아 집에서는 영화 만화 보는 것만큼 행복한 게 없어
891,일반 대화,그 유니버스 갓 텔런트도 몰라?난 그런 거 몰라.../뭔데...
892,일반 대화,우리 토요일에 영화 뭐 볼래?싱크홀 어때 ?
893,일반 대화,그럼 코난 마지막회 나왔어?아니 아직 10년 넘게 된것같은데도 계속 나오는 것 같아 ㅋㅋ 주인공들은 늙질않고 나만 늙어가 ㅋㅋ
894,일반 대화,음 너는 시간이 언제가 비어?나는 다음 주 주말 시간 돼 너는?
895,일반 대화,나야 좋지 뭔지 알려줄 수 있어?피아노 타일이라는 게임인데 리듬스타랑 비슷해
896,일반 대화,떨린다 ㅋㅋ 그땐 날씨도 딱 좋아!ㅋㅋ 맞아 지금 날씨도 좋아서 가기 좋을 거 같아 하하
897,일반 대화,정부에서 유류세 인하한대유류세 인하가 뭐야?
898,일반 대화,ㅋㅋ 진짜로 우리 언니 고모랑 판박이야!ㅋㅋ 너는?/너는 누구 닮았어
899,일반 대화,오 닭가슴살로 그렇게 먹어도 괜찮지콜라닭 그런거? 어떠신가요?/베트남 고추 넣고
900,일반 대화,응 명함도 받아왔어!잘했네
901,일반 대화,애들한테 물어봤는데 군대생활 그래도 많이 편해졌다고 하더라나는 군인들 식사 좀 잘 나왔으면 좋겠더라/나라를 위해서 힘써주시는데
902,일반 대화,아직 본 영화를 못 봐서 그렇네!ㅋㅋ 웅 내가 한번 봐볼게 액션영화 말고 재난영화는 안 좋아해?
903,일반 대화,ㅋㅋ 나도 묻고 싶은 말인데?결혼식... 상상이 안 가는데 ^^.../아직은 익숙한 단어는 아니야 ㅋ
904,일반 대화,눈썹 문신?눈썹 숱 치는거!/이건 안해주나...?
905,일반 대화,저도 cgv에서 보고 메가박스에서 한번 더 봤었습니다 !대신 낯간지러워서ㅋㅋ그 싱어송 영화관 거기는 안갔습니다ㅋㅋ/애들이 다같이 마마!한다고 해서ㅋㅋ/부산도 막 노래 따라부르는 영화관 있었나요?
906,일반 대화,일호선이 제일 사람 많은 거야?응응 아무래도 그렇지
907,일반 대화,어제 배운 것도 나는 제대로 못했어.그럼 집에서 매일 연습해야겠다.
908,일반 대화,기상청도 알 수 없는 예보다 솔직히 ㅋㅋ맞어. 기상청도 100%맞추긴 어렵겠지 하늘의 날씨를 ㅜㅜ
909,일반 대화,한국에 있을 때는 몰랐는데 외국에 가보니 우리나라 교통이 얼마나 잘 되어있는지 알겠더라그래서 정말 좋은 것 같아
910,일반 대화,나 지금 해외여행 어디로 갈지 고민 중이야 하하오 여행 가?/액티비티 좋아해?
911,일반 대화,그치 ㅋㅋ  불과 몇 달 안돼서 그랬네ㅠㅠ 아마 범인은 못 잡는 거겠지?...
912,일반 대화,아이고ㅠ 나만 죽는 소리 할게 아니였네ㅠㅠ지금 취준생들 비율도 높고 관련 기사들도 많이 올라오는 거 봤었어ㅠ
913,일반 대화,응 마블과 계약하기 전에 만들어진 스파이더맨도 있어.오 그럼 주인공도 달라?
914,일반 대화,남편이 그닥 미안해하지 않음아 뭐지 미안해하셔야 하는데. 참 무뚝뚝하신 분 같아요 ㅜ
915,일반 대화,벌써 눈이 오다니.아직 눈 안왔어.
916,일반 대화,너희 집에서 10분 정도 더 걸으면 될 거야ㅋㅋ 나도 다녀볼까... 몸의 건강과 정신의 건강을 동시에 잡는 걸 노리겠어...
917,일반 대화,그니까 뭐래?앞으로 신경 쓰겠대
918,일반 대화,그냥 오메가3 하나 사서 먹어볼까?!그것도 좋을 것 같아 피곤하면 더욱더 챙겨 먹어야 해~
919,일반 대화,아빠와 등산을 자주 다녔었어오 어렸을 때 이야기니?
920,일반 대화,ㅋㅋ 아 2차 백신 언제 맞았대? 그 오빠는?몇일전에 ㅋㅋ 갑자기 날짜 확 땡겨서 맞았다고 하더라
921,일반 대화,꼭 끝날 때쯤 깨 ㅋㅋㅋㅋ 웃기다 지루해서 그런가 봐
922,일반 대화,혹시 오늘 밖에 나갔다 왔어?아니 좀 나중에 나가보려고~
923,일반 대화,"응, 그래서 쳇바퀴도 많이 돈 건 아니고, 조금 돌다가 가만히 있다가 그랬어그랬구나. 뭐 햄스터 키우려고 해도 그 건강 같은 것 꼼꼼히 알아봐야 되겠어"
924,일반 대화,고슴도치 키우는 사람도 있더라? 하하오 고슴도치 귀여운데 벌레먹어서 하하
925,일반 대화,그러게 요즘 몸이 여기저기 안좋네.그러면 안 되지. 지금부터라도 관리해
926,일반 대화,캠핑 가봤나?난 삼촌이랑 자주 다니지
927,일반 대화,강릉은 되나?안될걸…ㅠ/내가 빠질게/내친구들이랑 먹고 와 ㅋㅋ
928,일반 대화,너 감자 좋아해?감자? 그냥 좋지!
929,일반 대화,오 진짜? 백종원도 바뀌나?ㅋㅋ 그냥 제주도 프로젝트?
930,일반 대화,나 오늘 현대차 전시회 갔다왔어.아그런것도 있어?
931,일반 대화,날씨애매하게잉 지금이딱나시부터 야상까지다입는시기 ㅋㅋ어어 공감/뭘입어도 춥지도 덥지도 않어
932,일반 대화,감기 걸려서 약만 타러 간 건데 ㅋㅋ자기 또 주사 맞는지 알았나봐 ㅠㅠ
933,일반 대화,키가 작아서 그게 낫더라외관상 이뻐보여
934,일반 대화,맞아 이제 반바지는 다 빨아서 넣어둬야겠어.나도 긴바지랑 긴팔옷을 꺼내놔야겠다.
935,일반 대화,아 전참시를 안봐서 ㅠ 이번달 말에는 007 시리즈도 개봉하더라007 누구나와요…?안봤는데 마블시리즈도 다안보고 ㅎ
936,일반 대화,나도 월세지 진짜 세 나갈 때마다 돈 아까워 ㅠㅠ그러게 돈 버는 건 어려워도 나갈 곳이 너무 많다 그치... ㅠㅠ
